Creating config files for noiseless_ang_q16_spsa_seed1:
Configuration file rewritten. Path: /work/qgan/data/train/ang-qml_torch-q16-noiseless-SPSA-aerCPU-rand0-seed1/config.yaml

1 battery configuration files ready.

Running: /work/qgan/data/train/ang-qml_torch-q16-noiseless-SPSA-aerCPU-rand0-seed1/config.yaml
GPUs available to PyTorch: 1
Training data file created.
              Epoch |     Generator cost | Discriminator cost |               Eval |          Best eval |               Time |
                  0 |             -0.797 |             -0.492 |             0.0275 |             0.0275 |                 35 |
                 10 |             -0.787 |             -0.483 |             0.0248 |             0.0227 |                359 |
                 20 |             -0.782 |             -0.496 |             0.0267 |             0.0227 |                360 |
                 30 |             -0.796 |             -0.499 |             0.0278 |             0.0227 |                354 |
                 40 |             -0.786 |             -0.506 |             0.0265 |             0.0227 |                352 |
                 50 |             -0.795 |             -0.514 |             0.0273 |             0.0227 |                353 |
                 60 |             -0.795 |             -0.504 |             0.0269 |             0.0227 |                354 |
                 70 |             -0.802 |             -0.505 |             0.0289 |             0.0227 |                355 |
                 80 |             -0.818 |             -0.503 |             0.0292 |             0.0227 |                356 |
                 90 |             -0.826 |             -0.513 |             0.0265 |             0.0227 |                353 |
                100 |             -0.819 |             -0.506 |             0.0296 |             0.0227 |                352 |
                110 |             -0.821 |             -0.503 |             0.0286 |             0.0227 |                353 |
                120 |             -0.832 |              -0.51 |              0.031 |             0.0227 |                354 |
                130 |             -0.832 |             -0.523 |             0.0341 |             0.0227 |                356 |
                140 |             -0.826 |             -0.518 |             0.0346 |             0.0227 |                355 |
                150 |             -0.829 |             -0.523 |             0.0311 |             0.0227 |                352 |
                160 |             -0.822 |             -0.526 |             0.0331 |             0.0227 |                351 |
                170 |             -0.837 |             -0.523 |             0.0315 |             0.0227 |                353 |
                180 |             -0.862 |             -0.515 |              0.032 |             0.0227 |                354 |
                190 |             -0.843 |             -0.514 |             0.0345 |             0.0227 |                355 |
                200 |             -0.865 |             -0.502 |              0.032 |             0.0227 |                354 |
                210 |             -0.867 |             -0.494 |             0.0316 |             0.0227 |                352 |
                220 |             -0.867 |             -0.508 |             0.0301 |             0.0227 |                350 |
                230 |             -0.858 |             -0.509 |             0.0294 |             0.0227 |                352 |
                240 |             -0.861 |             -0.504 |             0.0315 |             0.0227 |                353 |
                250 |             -0.863 |             -0.491 |             0.0309 |             0.0227 |                354 |
                260 |              -0.87 |             -0.503 |              0.032 |             0.0227 |                352 |
                270 |             -0.883 |             -0.485 |             0.0378 |             0.0227 |                351 |
                280 |             -0.898 |             -0.491 |             0.0363 |             0.0227 |                350 |
                290 |             -0.903 |             -0.478 |             0.0336 |             0.0227 |                352 |
                300 |             -0.911 |             -0.484 |             0.0366 |             0.0227 |                352 |
                310 |             -0.917 |             -0.473 |             0.0326 |             0.0227 |                353 |
                320 |             -0.896 |             -0.476 |             0.0363 |             0.0227 |                352 |
                330 |             -0.915 |             -0.478 |             0.0331 |             0.0227 |                351 |
                340 |             -0.898 |             -0.485 |             0.0342 |             0.0227 |                351 |
                350 |             -0.887 |             -0.474 |             0.0319 |             0.0227 |                352 |
                360 |             -0.904 |             -0.486 |             0.0313 |             0.0227 |                354 |
                370 |             -0.892 |             -0.475 |             0.0297 |             0.0227 |                354 |
                380 |             -0.896 |              -0.48 |             0.0328 |             0.0227 |                353 |
                390 |             -0.899 |             -0.483 |             0.0355 |             0.0227 |                351 |
                400 |             -0.891 |             -0.493 |             0.0345 |             0.0227 |                351 |
                410 |             -0.887 |             -0.498 |             0.0325 |             0.0227 |                353 |
                420 |             -0.898 |             -0.484 |             0.0366 |             0.0227 |                354 |
                430 |             -0.892 |             -0.491 |             0.0358 |             0.0227 |                355 |
                440 |             -0.884 |             -0.483 |             0.0363 |             0.0227 |                354 |
                450 |             -0.893 |             -0.492 |             0.0352 |             0.0227 |                352 |
                460 |             -0.888 |             -0.494 |             0.0344 |             0.0227 |                352 |
                470 |             -0.887 |             -0.495 |             0.0352 |             0.0227 |                353 |
                480 |             -0.896 |             -0.496 |             0.0346 |             0.0227 |                355 |
                490 |             -0.872 |             -0.491 |             0.0333 |             0.0227 |                355 |
                500 |             -0.874 |             -0.495 |             0.0344 |             0.0227 |                352 |
                510 |             -0.872 |             -0.501 |             0.0329 |             0.0227 |                351 |
                520 |             -0.865 |               -0.5 |             0.0331 |             0.0227 |                351 |
                530 |             -0.872 |             -0.499 |             0.0354 |             0.0227 |                353 |
                540 |             -0.872 |             -0.506 |             0.0393 |             0.0227 |                354 |
                550 |             -0.863 |             -0.503 |             0.0337 |             0.0227 |                354 |
                560 |             -0.863 |             -0.496 |             0.0354 |             0.0227 |                352 |
                570 |             -0.861 |               -0.5 |             0.0326 |             0.0227 |                351 |
                580 |             -0.845 |             -0.501 |             0.0341 |             0.0227 |                352 |
                590 |             -0.866 |             -0.507 |             0.0289 |             0.0227 |                353 |
                600 |             -0.853 |             -0.498 |             0.0351 |             0.0227 |                355 |
                610 |             -0.852 |             -0.509 |              0.036 |             0.0227 |                354 |
                620 |             -0.855 |             -0.509 |             0.0324 |             0.0227 |                353 |
                630 |              -0.85 |             -0.513 |             0.0363 |             0.0227 |                352 |
                640 |             -0.859 |             -0.505 |             0.0324 |             0.0227 |                352 |
                650 |              -0.85 |               -0.5 |             0.0336 |             0.0227 |                354 |
                660 |             -0.862 |             -0.502 |             0.0328 |             0.0227 |                355 |
                670 |             -0.849 |             -0.503 |             0.0327 |             0.0227 |                355 |
                680 |             -0.862 |             -0.513 |             0.0354 |             0.0227 |                353 |
                690 |             -0.862 |              -0.52 |             0.0365 |             0.0227 |                352 |
                700 |              -0.87 |             -0.522 |             0.0362 |             0.0227 |                353 |
                710 |             -0.862 |             -0.505 |             0.0364 |             0.0227 |                355 |
                720 |             -0.858 |             -0.513 |              0.036 |             0.0227 |                356 |
                730 |             -0.847 |             -0.508 |             0.0393 |             0.0227 |                356 |
                740 |             -0.866 |             -0.504 |             0.0399 |             0.0227 |                354 |
                750 |             -0.862 |             -0.505 |             0.0384 |             0.0227 |                353 |
                760 |             -0.855 |             -0.496 |             0.0427 |             0.0227 |                355 |
                770 |             -0.886 |             -0.513 |             0.0364 |             0.0227 |                356 |
                780 |             -0.866 |             -0.507 |             0.0345 |             0.0227 |                358 |
                790 |              -0.85 |             -0.508 |             0.0405 |             0.0227 |                357 |
                800 |             -0.864 |             -0.504 |             0.0374 |             0.0227 |                355 |
                810 |             -0.874 |             -0.507 |             0.0384 |             0.0227 |                354 |
